id,type,source,target
91227,/,68824,96619
91228,/,68943,68774
91229,/,68943,68951
91230,/,68943,68936
91231,/,69492,69490
91232,/,69492,69491
91233,/,69492,69493
91234,/,70628,70626
91235,/,71707,10497
91236,/,71707,71639
91237,/,71844,71538
91238,/,71998,72751
91239,/,71188,17437
91240,/,71188,43524
91241,/,71188,34002
91242,/,71188,76094
91243,/,71188,84385
91244,/,71188,103373
91245,/,71188,105452
91246,/,75499,75510
91247,/,75499,75492
91248,/,79050,79091
91249,/,80474,80454
91250,/,80474,80455
91251,/,82017,82034
91252,/,79744,11460
91253,/,79762,6714
91254,/,79762,23998
91255,/,79762,38388
91256,/,79762,52189
91257,/,79762,78222
91258,/,79956,94575
91259,/,79978,79973
91260,/,79999,80007
91261,/,79999,80008
91262,/,79999,80012
91263,/,80486,80488
91264,/,80486,80493
91265,/,80486,80496
91266,/,80486,80502
91267,/,80486,80498
91268,/,81882,81875
91269,/,81882,81876
91270,/,81882,81877
91271,/,81882,81878
91272,/,81882,81879
91273,/,81882,81880
91274,/,81882,81883
91275,/,81883,81882
91276,/,81883,81875
91277,/,81883,81876
91278,/,81883,81877
91279,/,81883,81878
91280,/,81883,81879
91281,/,81883,81880
91282,/,81883,81881
91283,/,81877,81883
91284,/,81877,81882
91285,/,87435,87436
91286,/,87467,87454
91287,/,87452,30968
91288,/,62418,62412
91289,/,87452,84605
91290,/,87967,87812
91291,/,87717,87722
91292,/,87717,87731
91293,/,87717,88021
91294,/,88612,88601
91295,/,88612,88604
91296,/,88612,88603
91297,/,88612,88611
91298,/,88612,88618
91299,/,88612,88619
91300,/,88612,88620
91301,/,88612,88621
91302,/,88612,88623
91303,/,88668,14688
91304,/,88668,38606
91305,/,88668,40497
91306,/,88668,41835
91307,/,88668,42675
91308,/,88668,42674
91309,/,88668,42685
91310,/,88668,55864
91311,/,88668,62253
91312,/,88668,88602
91313,/,88668,88604
91314,/,88668,88603
91315,/,88668,88605
91316,/,88668,88606
91317,/,88668,88607
91318,/,88668,88609
91319,/,88668,88610
91320,/,88668,88614
91321,/,88668,88616
91322,/,88668,88627
91323,/,88668,88629
91324,/,88668,88630
91325,/,88668,88631
91326,/,88668,88632
91327,/,88668,88636
91328,/,88668,88640
91329,/,88668,88642
91330,/,88668,98144
91331,/,88668,99275
91332,/,88668,104671
91333,/,88635,81539
91334,/,88635,88624
91335,/,88635,88626
91336,/,88635,88628
91337,/,88635,88633
91338,/,88635,88641
91339,/,93887,93846
91340,/,93887,109357
91341,/,89525,89536
91342,/,90129,90131
91343,/,90132,90131
91344,/,91292,91250
91345,/,91292,91252
91346,/,91292,91254
91347,/,91292,91256
91348,/,91292,91258
91349,/,91292,91266
91350,/,91292,91269
91351,/,91292,91271
91352,/,91292,91272
91353,/,91292,91273
91354,/,91292,91284
91355,/,91232,91234
91356,/,91792,92005
91357,/,92937,92936
91358,/,92678,92674
91359,/,92835,92768
91360,/,92835,92937
91361,/,93009,93005
91362,/,93009,93007
91363,/,93009,93010
91364,/,93009,93013
91365,/,93251,93252
91366,/,94206,94205
91367,/,94206,94207
91368,/,94206,94208
91369,/,94206,94209
91370,/,97569,97563
91371,/,97165,101793
91372,/,98303,7096
91373,/,98303,9065
91374,/,98303,9387
91375,/,98303,9672
91376,/,98303,9813
91377,/,98303,9952
91378,/,98303,11107
91379,/,98303,13241
91380,/,98303,24483
91381,/,98303,31134
91382,/,98303,34196
91383,/,98303,34195
91384,/,98303,36075
91385,/,98303,36495
91386,/,98303,39115
91387,/,98303,52744
91388,/,98303,75244
91389,/,98303,75639
91390,/,98303,78649
91391,/,98303,86653
91392,/,98303,95927
91393,/,98303,96168
91394,/,98303,96801
91395,/,98303,103018
91396,/,98303,103501
91397,/,98303,104937
91398,/,98652,99689
91399,/,98791,98784
91400,/,87452,71454
91401,/,99726,8401
91402,/,99726,13308
91403,/,99726,24514
91404,/,99726,31182
91405,/,99726,39219
91406,/,99726,86365
91407,/,99726,86714
91408,/,99726,96865
91409,/,99726,99733
91410,/,99726,104967
91411,/,100083,100082
91412,/,100794,100796
91413,/,101180,101474
91414,/,101180,101475
91415,/,101210,101224
91416,/,101241,7159
91417,/,101241,13378
91418,/,101241,24576
91419,/,101241,31265
91420,/,101241,39303
91421,/,101241,96918
91422,/,101241,102731
91423,/,101241,105033
91424,/,99619,7107
91425,/,99619,13296
91426,/,99619,31172
91427,/,99619,78670
91428,/,99619,86356
91429,/,99619,99534
91430,/,103625,103613
91431,/,103625,103626
91432,/,102162,105610
91433,/,105996,106023
91434,/,106180,106181
91435,/,106208,106204
91436,/,106208,106206
91437,/,106208,106207
91438,/,106208,106209
91439,/,106208,106275
91440,/,106208,106276
91441,/,106276,106274
91442,/,106292,7705
91443,/,106292,4030
91444,/,106292,4126
91445,/,106292,18844
91446,/,106292,66547
91447,/,106292,68926
91448,/,107026,107023
91449,/,107026,107024
91450,/,107026,107027
91451,/,107878,17040
91452,/,107878,107113
91453,/,107878,52905
91454,/,107878,78810
91455,/,107878,94791
91456,/,107878,103575
91457,/,107994,107989
91458,/,109517,109528
91459,/,109055,109029
91460,/,109055,109036
91461,/,109025,109033
91462,/,109025,109036
91463,/,109452,108727
91464,/,109452,108729
91465,/,109452,108730
91466,/,109452,108731
91467,/,109452,108744
91468,/,109452,108746
91469,/,109452,108748
91470,/,109452,108754
91471,/,109452,108811
91472,/,109452,109434
91473,/,110535,110523
91474,/,110706,7312
91475,/,110706,13588
91476,/,110706,24770
91477,/,110706,39547
91478,/,110706,53014
91479,/,110706,78887
91480,/,110706,86595
91481,/,110706,86984
91482,/,110706,93902
91483,/,111892,71998
91484,/,111892,70011
91485,/,111892,72732
91486,/,111892,72751
91487,!,52512,75109
91488,!,63933,28253
91489,!,71009,111172
91490,!,97914,61718
91491,\,2010,2016
91492,\,51432,2016
91493,\,2070,2103
91494,\,2073,2103
91495,\,2077,2103
91496,\,2088,2103
91497,\,2087,2103
91498,\,2068,2103
91499,\,102446,2153
91500,\,2571,2561
91501,\,2612,2621
91502,\,2620,2621
91503,\,1967,1968
91504,\,1970,1968
91505,\,2019,2020
91506,\,2021,2020
91507,\,2022,2020
91508,\,2019,2216
91509,/,99726,10414
91510,\,2016,2490
91511,\,6138,2467
91512,\,8131,2467
91513,\,8840,2467
91514,\,9260,2467
91515,\,9784,2467
91516,\,17129,2467
91517,\,23319,2467
91518,\,35994,2467
91519,\,36323,2467
91520,\,37102,2467
91521,\,49143,2467
91522,\,51288,2467
91523,\,51446,2467
91524,\,57462,2467
91525,\,75350,2467
91526,\,74413,2467
91527,\,77367,2467
91528,\,111900,111901
91529,\,35813,2206
91530,\,35813,2388
91531,\,2478,2461
91532,\,2483,2461
91533,\,34583,2461
91534,\,2561,2525
91535,\,2553,2525
91536,\,2553,2219
91537,\,7177,16400
91538,\,16427,16428
91539,\,16429,16428
91540,\,16431,16428
91541,\,111902,16468
91542,\,16485,16468
91543,\,7180,16506
91544,\,7179,16506
91545,\,15376,16506
91546,\,16467,16506
91547,\,16482,16506
91548,\,16490,16506
91549,\,16496,16506
91550,\,16497,16506
91551,\,16498,16506
91552,\,16499,16506
91553,\,16500,16506
91554,\,16502,16506
91555,\,16504,16506
91556,\,16505,16506
91557,\,16508,16506
91558,\,16510,16506
91559,\,16516,16506
91560,\,16517,16506
91561,\,7180,16474
91562,\,7179,16474
91563,\,15376,16474
91564,\,16467,16474
91565,\,16482,16474
91566,\,16490,16474
91567,\,16496,16474
91568,\,16497,16474
91569,\,16498,16474
91570,\,16499,16474
91571,\,16500,16474
91572,\,16502,16474
91573,\,16504,16474
91574,\,16505,16474
91575,\,16508,16474
91576,\,16510,16474
91577,\,16516,16474
91578,\,16517,16474
91579,\,16862,16865
91580,\,16862,17094
91581,\,16455,16462
91582,\,16456,16462
91583,\,16457,16462
91584,\,16458,16462
91585,\,16459,16462
91586,\,16460,16462
91587,\,16461,16462
91588,\,119,120
91589,\,366,382
91590,\,1008,994
91591,\,683,400
91592,\,683,404
91593,\,684,683
91594,\,685,683
91595,\,691,683
91596,\,707,683
91597,\,73771,683
91598,\,87520,683
91599,\,692,683
91600,\,806,855
91601,\,841,855
91602,\,985,988
91603,\,990,988
91604,\,991,988
91605,\,992,988
91606,\,8794,1008
91607,\,87086,1008
91608,\,1797,1839
91609,\,2016,2401
91610,\,1863,1862
91611,\,3236,3237
91612,\,3704,3723
91613,\,3705,3723
91614,\,3706,3723
91615,\,3707,3723
91616,\,3708,3723
91617,\,3709,3723
91618,\,3721,3723
91619,\,21671,3723
91620,\,4489,4500
91621,\,4494,4500
91622,\,4495,4500
91623,\,57898,4500
91624,\,3588,3595
91625,\,3589,3595
91626,\,3590,3595
91627,\,3591,3595
91628,\,3592,3595
91629,\,3598,3595
91630,\,3713,3721
91631,\,3714,3721
91632,\,3715,3721
91633,\,3716,3721
91634,\,3717,3721
91635,\,3718,3721
91636,\,3720,3721
91637,\,4046,4043
91638,\,95017,4316
91639,\,95017,4427
91640,\,4740,112120
91641,\,4741,112120
91642,\,4740,4650
91643,\,4741,4650
91644,\,4982,4985
91645,\,5489,5775
91646,\,5493,5775
91647,\,5494,5775
91648,\,5838,5837
91649,\,5864,5877
91650,\,5866,5877
91651,\,5868,5877
91652,\,5869,5877
91653,\,5882,5877
91654,\,35974,5877
91655,\,6069,6067
91656,\,6070,6067
91657,\,6071,6067
91658,\,6442,6458
91659,\,6636,6897
91660,\,300,8110
91661,\,7476,8110
91662,\,441,8110
91663,\,3737,8110
91664,\,7381,8110
91665,\,7385,8110
91666,\,26997,6185
91667,\,29496,6185
91668,\,34726,6185
91669,\,35960,6185
91670,\,48194,6185
91671,\,66762,6185
91672,\,74798,6185
91673,\,82705,6185
91674,\,84724,6185
91675,\,95037,6185
91676,\,102862,6185
91677,\,6964,7125
91678,\,6964,7370
91679,\,8371,8375
91680,\,8374,8375
91681,\,9605,9835
91682,\,9604,9835
91683,\,9174,9835
91684,\,32955,9835
91685,\,6592,10105
91686,\,6593,10105
91687,\,8885,10105
91688,\,8886,10105
91689,\,8887,10105
91690,\,84832,10105
91691,\,10132,10131
91692,\,10424,10500
91693,\,10427,10500
91694,\,10428,10500
91695,\,10424,10558
91696,\,10427,10558
91697,\,10428,10558
91698,\,10921,10926
91699,\,10925,10926
91700,\,112129,11625
91701,\,11551,11910
91702,\,11553,11910
91703,\,11554,11910
91704,\,11544,11910
91705,\,11545,11910
91706,\,12030,12177
91707,\,12030,12392
91708,\,14526,14948
91709,\,1802,1839
91710,\,14552,14948
91711,\,14529,14948
91712,\,14530,14948
91713,\,14532,14948
91714,\,14533,14948
91715,\,14534,14948
91716,\,14537,14948
91717,\,14539,14948
91718,\,52339,13955
91719,\,13977,14045
91720,\,14006,14045
91721,\,13998,14045
91722,\,14083,14045
91723,\,76738,14045
91724,\,87484,14045
91725,\,14112,14045
91726,\,14988,15038
91727,\,15010,15038
91728,\,14989,15043
91729,\,15396,15471
91730,\,15399,15471
91731,\,15400,15471
91732,\,15401,15471
91733,\,15402,15471
91734,\,15403,15471
91735,\,15404,15471
91736,\,24299,15471
91737,\,33126,15471
91738,\,34955,15471
91739,\,36275,15471
91740,\,52516,15471
91741,\,82937,15471
91742,\,84946,15471
91743,\,95388,15471
91744,\,97806,15471
91745,\,108341,15471
91746,\,109038,15471
91747,\,15598,15638
91748,\,15729,15638
91749,\,15599,15638
91750,\,15730,15638
91751,\,15600,15638
91752,\,15602,15638
91753,\,15598,15672
91754,\,15599,15672
91755,\,15730,15672
91756,\,15600,15672
91757,\,15602,15672
91758,\,16072,16057
91759,\,16073,16057
91760,\,16072,16233
91761,\,16073,16233
91762,\,16072,16326
91763,\,16073,16326
91764,\,17129,112133
91765,\,17693,17696
91766,\,17695,17696
91767,\,17697,17696
91768,\,17699,17696
91769,\,3904,3901
91770,\,4338,4340
91771,\,17179,14476
91772,\,33107,14476
91773,\,34917,14476
91774,\,43322,14476
91775,\,49183,14476
91776,\,62372,14476
91777,\,77419,14476
91778,\,82927,14476
91779,\,84935,14476
91780,\,95353,14476
91781,\,105393,14476
91782,\,17182,17847
91783,\,6876,17847
91784,\,24172,17847
91785,\,29516,17847
91786,\,34926,17847
91787,\,43326,17847
91788,\,49196,17847
91789,\,75030,17847
91790,\,95366,17847
91791,\,102898,17847
91792,\,105394,17847
91793,\,344,346
91794,\,339,346
91795,\,41077,346
91796,\,770,821
91797,\,880,879
91798,\,881,879
91799,\,882,879
91800,\,886,879
91801,\,51220,979
91802,\,110874,979
91803,\,2724,2715
91804,\,3634,3645
91805,\,3637,3645
91806,\,3638,3645
91807,\,3639,3645
91808,\,3643,3645
91809,\,14528,14948
91810,\,6394,3645
91811,\,6395,3645
91812,\,10619,3645
91813,\,21068,3645
91814,\,23585,3645
91815,\,23586,3645
91816,\,26985,3645
91817,\,35889,3645
91818,\,51730,3645
91819,\,54285,3645
91820,\,3789,3784
91821,\,3789,3783
91822,\,4358,4367
91823,\,4363,4367
91824,\,4364,4367
91825,\,4365,4367
91826,\,4366,4367
91827,\,4368,4367
91828,\,4369,4367
91829,\,4370,4367
91830,\,5080,5095
91831,\,5081,5095
91832,\,5112,5095
91833,\,6355,6605
91834,\,6356,6605
91835,\,6357,6605
91836,\,6616,6605
91837,\,6615,6605
91838,\,6617,6605
91839,\,6618,6605
91840,\,6619,6605
91841,\,6620,6605
91842,\,6628,6605
91843,\,6997,6605
91844,\,7341,7342
91845,\,7341,7964
91846,\,8052,8057
91847,\,8054,8057
91848,\,8055,8057
91849,\,8056,8057
91850,\,68267,8057
91851,\,8208,8257
91852,\,8208,8256
91853,\,8269,8286
91854,\,8302,8345
91855,\,8316,8345
91856,\,10471,11423
91857,\,13877,13952
91858,\,102016,14083
91859,\,14386,14390
91860,\,14385,14390
91861,\,14384,14390
91862,\,14386,14552
91863,\,14385,14552
91864,\,14384,14552
91865,\,14631,14739
91866,\,14632,14739
91867,\,14633,14739
91868,\,14634,14739
91869,\,14635,14739
91870,\,14636,14739
91871,\,14637,14739
91872,\,14639,14739
91873,\,14640,14739
91874,\,14641,14739
91875,\,14642,14739
91876,\,14643,14739
91877,\,14644,14739
91878,\,14645,14739
91879,\,14646,14739
91880,\,14647,14739
91881,\,14648,14739
91882,\,14649,14739
91883,\,14882,14914
91884,\,14883,14914
91885,\,14884,14914
91886,\,14885,14914
91887,\,14886,14914
91888,\,14887,14914
91889,\,14888,14914
91890,\,14890,14914
91891,\,14891,14914
91892,\,14892,14914
91893,\,14893,14914
91894,\,14894,14914
91895,\,14895,14914
91896,\,14896,14914
91897,\,14897,14914
91898,\,14899,14914
91899,\,14900,14914
91900,\,10900,15243
91901,\,109526,15243
91902,\,10902,15243
91903,\,24234,15243
91904,\,34946,15243
91905,\,33118,15243
91906,\,36268,15243
91907,\,52450,15243
91908,\,84944,15243
91909,\,6393,3645
91910,\,15261,15260
91911,\,15262,15260
91912,\,15760,15769
91913,\,15763,15769
91914,\,15772,15769
91915,\,15792,15791
91916,\,15793,15791
91917,\,15794,15791
91918,\,15798,15791
91919,\,15800,15791
91920,\,15801,15791
91921,\,15802,15791
91922,\,15806,15791
91923,\,15811,15791
91924,\,15812,15791
91925,\,15813,15791
91926,\,15814,15791
91927,\,15820,15791
91928,\,15821,15791
91929,\,15822,15791
91930,\,69911,15791
91931,\,112145,16141
91932,\,17320,17299
91933,\,17304,17299
91934,\,17320,17298
91935,\,17304,17298
91936,\,17588,17652
91937,\,17589,17652
91938,\,17773,17786
91939,\,17774,17786
91940,\,17775,17786
91941,\,17777,17786
91942,\,17778,17786
91943,\,17779,17786
91944,\,17780,17786
91945,\,17781,17786
91946,\,17782,17786
91947,\,17783,17786
91948,\,17784,17786
91949,\,17785,17786
91950,\,17788,17786
91951,\,17790,17786
91952,\,17791,17786
91953,\,17792,17786
91954,\,8013,4245
91955,\,34668,4245
91956,\,29493,4245
91957,\,43294,4245
91958,\,49151,4245
91959,\,53251,4245
91960,\,62367,4245
91961,\,102855,4245
91962,\,4245,4245
91963,\,4371,4245
91964,\,74680,4355
91965,\,74713,4355
91966,\,14411,112146
91967,\,4897,4896
91968,\,4898,4896
91969,\,4900,4896
91970,\,4901,4896
91971,\,4902,4896
91972,\,14428,14405
91973,\,1857,1876
91974,\,18150,18163
91975,\,5291,18239
91976,\,5771,18239
91977,\,9187,18239
91978,\,11547,18239
91979,\,18198,18239
91980,\,18203,18239
91981,\,18646,18239
91982,\,18638,18239
91983,\,18950,18239
91984,\,19125,18239
91985,\,23012,18239
91986,\,29531,18239
91987,\,51041,18239
91988,\,63320,18239
91989,\,18257,18291
91990,\,18255,18291
91991,\,18266,18291
91992,\,29924,18291
91993,\,64642,18291
91994,\,64752,18291
91995,\,3299,18466
91996,\,5293,18466
91997,\,5775,18466
91998,\,9191,18466
91999,\,11551,18466
92000,\,18465,18466
92001,\,23018,18466
92002,\,29532,18466
92003,\,29929,18466
92004,\,32099,18466
92005,\,36799,18466
92006,\,51054,18466
92007,\,63323,18466
92008,\,77453,18466
92009,\,15259,15260
92010,\,94102,18466
92011,\,102945,18466
92012,\,103729,18466
92013,\,18518,18523
92014,\,18519,18523
92015,\,18518,18522
92016,\,18519,18522
92017,\,18518,18521
92018,\,18533,18534
92019,\,18726,18709
92020,\,18728,18709
92021,\,18713,18714
92022,\,18738,18729
92023,\,18749,18729
92024,\,18730,18729
92025,\,102962,18729
92026,\,18846,18827
92027,\,18846,19112
92028,\,18846,19125
92029,\,19179,19185
92030,\,19188,19185
92031,\,19240,19245
92032,\,19241,19245
92033,\,19242,19245
92034,\,19243,19245
92035,\,19244,19245
92036,\,571,19287
92037,\,41274,19287
92038,\,106090,19287
92039,\,106612,19287
92040,\,50068,19287
92041,\,64431,19287
92042,\,80518,19287
92043,\,80922,19287
92044,\,19269,19287
92045,\,19270,19287
92046,\,19271,19287
92047,\,19272,19287
92048,\,19273,19287
92049,\,19274,19287
92050,\,19276,19287
92051,\,19277,19287
92052,\,19945,19947
92053,\,111909,19947
92054,\,20009,20014
92055,\,20018,20014
92056,\,18201,18240
92057,\,18201,18400
92058,\,11550,18449
92059,\,18442,18449
92060,\,18453,18449
92061,\,18461,18449
92062,\,18463,18449
92063,\,18443,18449
92064,\,18444,18449
92065,\,18445,18449
92066,\,18446,18449
92067,\,18448,18449
92068,\,18457,18449
92069,\,18447,18449
92070,\,18450,18449
92071,\,18451,18449
92072,\,18578,18578
92073,\,18578,18583
92074,\,18776,18774
92075,\,18775,18776
92076,\,18926,18925
92077,\,18927,18925
92078,\,18928,18925
92079,\,18939,18942
92080,\,18916,18914
92081,\,18915,18914
92082,\,19025,19030
92083,\,19050,19030
92084,\,19025,19429
92085,\,19050,19429
92086,\,19025,19446
92087,\,19050,19446
92088,\,19025,19456
92089,\,19050,19456
92090,\,19050,111906
92091,\,9207,111908
92092,\,29967,111908
92093,\,36850,111908
92094,\,74165,111908
92095,\,75785,111908
92096,\,83053,111908
92097,\,85004,111908
92098,\,85367,111908
92099,\,94144,111908
92100,\,95745,111908
92101,\,96069,111908
92102,\,103759,111908
92103,\,19254,19248
92104,\,14302,19411
92105,\,19409,19411
92106,\,19403,19444
92107,\,9076,19444
92108,\,13165,19444
92109,\,84984,18466
92110,\,63346,19444
92111,\,83070,19444
92112,\,83576,19444
92113,\,94175,19444
92114,\,96070,19444
92115,\,19494,19483
92116,\,19512,19483
92117,\,111906,19483
92118,\,19521,19483
92119,\,19522,19483
92120,\,19523,19483
92121,\,19322,19483
92122,\,19323,19483
92123,\,19362,19483
92124,\,19366,19483
92125,\,19373,19483
92126,\,19376,19483
92127,\,19451,19483
92128,\,19453,19483
92129,\,19338,19483
92130,\,19340,19483
92131,\,19845,19741
92132,\,19844,19741
92133,\,19853,19741
92134,\,19704,19741
92135,\,19851,19741
92136,\,19778,19785
92137,\,19780,19785
92138,\,19779,19785
92139,\,19781,19785
92140,\,19782,19785
92141,\,19784,19785
92142,\,19786,19785
92143,\,19846,19847
92144,\,19848,19847
92145,\,19852,19855
92146,\,158,19831
92147,\,4726,19831
92148,\,19887,19892
92149,\,19889,19892
92150,\,19890,19892
92151,\,19887,19932
92152,\,19889,19932
92153,\,19890,19932
92154,\,112136,19960
92155,\,18719,18718
92156,\,20111,20110
92157,\,20112,20110
92158,\,20113,20110
92159,\,20114,20110
92160,\,20115,20110
92161,\,20111,20117
92162,\,20112,20117
92163,\,20113,20117
92164,\,20114,20117
92165,\,20115,20117
92166,\,20871,20153
92167,\,20162,20153
92168,\,20199,20153
92169,\,20269,20291
92170,\,20279,20291
92171,\,20325,20347
92172,\,20340,20347
92173,\,20342,20347
92174,\,20325,20477
92175,\,20339,20477
92176,\,20340,20477
92177,\,20342,20477
92178,\,20325,20552
92179,\,20339,20552
92180,\,20340,20552
92181,\,20342,20552
92182,\,20325,20574
92183,\,20339,20574
92184,\,20340,20574
92185,\,20342,20574
92186,\,5856,20587
92187,\,11633,20587
92188,\,28256,20587
92189,\,36939,20587
92190,\,5856,20598
92191,\,11633,20598
92192,\,28256,20598
92193,\,36939,20598
92194,\,85018,20598
92195,\,20625,20632
92196,\,20624,20632
92197,\,20625,20682
92198,\,20624,20682
92199,\,67935,20689
92200,\,20779,20780
92201,\,20854,20857
92202,\,20858,20857
92203,\,20855,20857
92204,\,20859,20857
92205,\,20856,20857
92206,\,20860,21284
92207,\,20861,21284
92208,\,20865,21284
92209,\,36870,19444
92210,\,21289,21286
92211,\,21290,21286
92212,\,21291,21286
92213,\,21292,21286
92214,\,21293,21286
92215,\,21295,21286
92216,\,21296,21286
92217,\,21211,21298
92218,\,21671,21704
92219,\,21672,21704
92220,\,21673,21704
92221,\,21674,21704
92222,\,21675,21704
92223,\,21676,21704
92224,\,21677,21704
92225,\,21678,21704
92226,\,21679,21704
92227,\,21705,21713
92228,\,21706,21713
92229,\,21707,21713
92230,\,21708,21713
92231,\,21709,21713
92232,\,21710,21713
92233,\,21711,21713
92234,\,21712,21713
92235,\,21714,21713
92236,\,21716,21713
92237,\,21717,21713
92238,\,21718,21713
92239,\,20206,20208
92240,\,20209,20208
92241,\,20211,20208
92242,\,20216,20208
92243,\,20236,20208
92244,\,20237,20208
92245,\,20206,20211
